custid	Customer_Name	orderid	orderdate	shippeddate	Shipper_Name	freight	Value	Freight_Value
64	Customer LWGMD	10916	2008-02-27 00:00:00	2008-03-09 00:00:00	Shipper ETYNR	63.77	686.7	0.0928
69	Customer SIUIH	10917	2008-03-02 00:00:00	2008-03-11 00:00:00	Shipper ETYNR	8.29	365.89	0.0226
10	Customer EEALV	10918	2008-03-02 00:00:00	2008-03-11 00:00:00	Shipper ZHISN	48.83	1930	0.0253
47	Customer PSQUZ	10919	2008-03-02 00:00:00	2008-03-04 00:00:00	Shipper ETYNR	19.8	1122.8	0.0176
4	Customer HFBZG	10920	2008-03-03 00:00:00	2008-03-09 00:00:00	Shipper ETYNR	29.61	390	0.0759
83	Customer ZRNDE	10921	2008-03-03 00:00:00	2008-03-09 00:00:00	Shipper GVSUA	176.48	1936	0.0911
34	Customer IBVRG	10922	2008-03-03 00:00:00	2008-03-05 00:00:00	Shipper ZHISN	62.74	742.5	0.0844
41	Customer XIIWM	10923	2008-03-03 00:00:00	2008-03-13 00:00:00	Shipper ZHISN	68.26	936	0.0729
5	Customer HGVLZ	10924	2008-03-04 00:00:00	2008-04-08 00:00:00	Shipper ETYNR	151.52	2034.5	0.0744
34	Customer IBVRG	10925	2008-03-04 00:00:00	2008-03-13 00:00:00	Shipper GVSUA	2.27	559	0.004
2	Customer MLTDN	10926	2008-03-04 00:00:00	2008-03-11 00:00:00	Shipper ZHISN	39.92	514.4	0.0776
40	Customer EFFTC	10927	2008-03-05 00:00:00	2008-04-08 00:00:00	Shipper GVSUA	19.79	800	0.0247
29	Customer MDLWA	10928	2008-03-05 00:00:00	2008-03-18 00:00:00	Shipper GVSUA	1.36	137.5	0.0098
25	Customer AZJED	10929	2008-03-05 00:00:00	2008-03-12 00:00:00	Shipper GVSUA	33.93	1174.75	0.0288
76	Customer SFOGW	10930	2008-03-06 00:00:00	2008-03-18 00:00:00	Shipper ZHISN	15.55	2455	0.0063
68	Customer CCKOT	10931	2008-03-06 00:00:00	2008-03-19 00:00:00	Shipper ETYNR	13.6	837	0.0162
9	Customer RTXGC	10932	2008-03-06 00:00:00	2008-03-24 00:00:00	Shipper GVSUA	134.64	1925.5	0.0699
38	Customer LJUCA	10933	2008-03-06 00:00:00	2008-03-16 00:00:00	Shipper ZHISN	54.15	920.6	0.0588
44	Customer OXFRU	10934	2008-03-09 00:00:00	2008-03-12 00:00:00	Shipper ZHISN	32.01	500	0.064
88	Customer SRQVM	10935	2008-03-09 00:00:00	2008-03-18 00:00:00	Shipper ZHISN	47.59	700	0.0679
32	Customer YSIQX	10936	2008-03-09 00:00:00	2008-03-18 00:00:00	Shipper ETYNR	33.68	570	0.059
12	Customer PSNMQ	10937	2008-03-10 00:00:00	2008-03-13 00:00:00	Shipper ZHISN	31.51	644.8	0.0488
63	Customer IRRVL	10938	2008-03-10 00:00:00	2008-03-16 00:00:00	Shipper ETYNR	31.89	3642.5	0.0087
49	Customer CQRAA	10939	2008-03-10 00:00:00	2008-03-13 00:00:00	Shipper ETYNR	76.33	750	0.1017
9	Customer RTXGC	10940	2008-03-11 00:00:00	2008-03-23 00:00:00	Shipper ZHISN	19.77	360	0.0549
71	Customer LCOUJ	10941	2008-03-11 00:00:00	2008-03-20 00:00:00	Shipper ETYNR	400.81	4769	0.084
66	Customer LHANT	10942	2008-03-11 00:00:00	2008-03-18 00:00:00	Shipper ZHISN	17.95	560	0.032
11	Customer UBHAU	10943	2008-03-11 00:00:00	2008-03-19 00:00:00	Shipper ETYNR	2.17	711	0.003
10	Customer EEALV	10944	2008-03-12 00:00:00	2008-03-13 00:00:00	Shipper ZHISN	52.92	1139.1	0.0464
52	Customer PZNLA	10945	2008-03-12 00:00:00	2008-03-18 00:00:00	Shipper GVSUA	10.22	245	0.0417
83	Customer ZRNDE	10946	2008-03-12 00:00:00	2008-03-19 00:00:00	Shipper ETYNR	27.2	1407.5	0.0193
11	Customer UBHAU	10947	2008-03-13 00:00:00	2008-03-16 00:00:00	Shipper ETYNR	3.26	220	0.0148
30	Customer KSLQF	10948	2008-03-13 00:00:00	2008-03-19 00:00:00	Shipper ZHISN	23.39	2362.25	0.0099
10	Customer EEALV	10949	2008-03-13 00:00:00	2008-03-17 00:00:00	Shipper ZHISN	74.44	4422	0.0168
49	Customer CQRAA	10950	2008-03-16 00:00:00	2008-03-23 00:00:00	Shipper ETYNR	2.5	110	0.0227
68	Customer CCKOT	10951	2008-03-16 00:00:00	2008-04-07 00:00:00	Shipper ETYNR	30.85	482.9	0.0638
1	Customer NRZBB	10952	2008-03-16 00:00:00	2008-03-24 00:00:00	Shipper GVSUA	40.42	491.2	0.0822
4	Customer HFBZG	10953	2008-03-16 00:00:00	2008-03-25 00:00:00	Shipper ETYNR	23.72	4675	0.005
47	Customer PSQUZ	10954	2008-03-17 00:00:00	2008-03-20 00:00:00	Shipper GVSUA	27.91	1902.1	0.0146
24	Customer CYZTN	10955	2008-03-17 00:00:00	2008-03-20 00:00:00	Shipper ETYNR	3.26	93	0.035
6	Customer XHXJV	10956	2008-03-17 00:00:00	2008-03-20 00:00:00	Shipper ETYNR	44.65	677	0.0659
35	Customer UMTLM	10957	2008-03-18 00:00:00	2008-03-27 00:00:00	Shipper ZHISN	105.36	1762.7	0.0597
54	Customer TDKEG	10958	2008-03-18 00:00:00	2008-03-27 00:00:00	Shipper ETYNR	49.56	781	0.0634
31	Customer YJCBX	10959	2008-03-18 00:00:00	2008-03-23 00:00:00	Shipper ETYNR	4.98	155	0.0321
35	Customer UMTLM	10960	2008-03-19 00:00:00	2008-04-08 00:00:00	Shipper GVSUA	2.08	276.6	0.0075
62	Customer WFIZJ	10961	2008-03-19 00:00:00	2008-03-30 00:00:00	Shipper GVSUA	104.47	1122	0.0931
63	Customer IRRVL	10962	2008-03-19 00:00:00	2008-03-23 00:00:00	Shipper ETYNR	275.79	3584	0.0769
28	Customer XYUFB	10963	2008-03-19 00:00:00	2008-03-26 00:00:00	Shipper ZHISN	2.7	68	0.0397
74	Customer YSHXL	10964	2008-03-20 00:00:00	2008-03-24 00:00:00	Shipper ETYNR	87.38	2052.5	0.0425
55	Customer KZQZT	10965	2008-03-20 00:00:00	2008-03-30 00:00:00	Shipper ZHISN	144.38	848	0.1702
14	Customer WNMAF	10966	2008-03-20 00:00:00	2008-04-08 00:00:00	Shipper GVSUA	27.19	1255.6	0.0216
79	Customer FAPSM	10967	2008-03-23 00:00:00	2008-04-02 00:00:00	Shipper ETYNR	62.22	910.4	0.0683
20	Customer THHDP	10968	2008-03-23 00:00:00	2008-04-01 00:00:00	Shipper ZHISN	74.6	1408	0.0529
15	Customer JUWXK	10969	2008-03-23 00:00:00	2008-03-30 00:00:00	Shipper ETYNR	0.21	108	0.0019
8	Customer QUHWH	10970	2008-03-24 00:00:00	2008-04-24 00:00:00	Shipper GVSUA	16.16	280	0.0577
26	Customer USDBG	10971	2008-03-24 00:00:00	2008-04-02 00:00:00	Shipper ETYNR	121.82	1733.06	0.0702
40	Customer EFFTC	10972	2008-03-24 00:00:00	2008-03-26 00:00:00	Shipper ETYNR	0.02	251.5	0
40	Customer EFFTC	10973	2008-03-24 00:00:00	2008-03-27 00:00:00	Shipper ETYNR	15.17	291.55	0.052
75	Customer XOJYP	10974	2008-03-25 00:00:00	2008-04-03 00:00:00	Shipper ZHISN	12.96	439	0.0295
10	Customer EEALV	10975	2008-03-25 00:00:00	2008-03-27 00:00:00	Shipper ZHISN	32.27	717.5	0.0449
35	Customer UMTLM	10976	2008-03-25 00:00:00	2008-04-03 00:00:00	Shipper GVSUA	37.97	912	0.0416
24	Customer CYZTN	10977	2008-03-26 00:00:00	2008-04-10 00:00:00	Shipper ZHISN	208.5	2233	0.0933
50	Customer JYPSC	10978	2008-03-26 00:00:00	2008-04-23 00:00:00	Shipper ETYNR	32.82	1500.7	0.0218
20	Customer THHDP	10979	2008-03-26 00:00:00	2008-03-31 00:00:00	Shipper ETYNR	353.07	4813.5	0.0733
24	Customer CYZTN	10980	2008-03-27 00:00:00	2008-04-17 00:00:00	Shipper GVSUA	1.26	310	0.004
34	Customer IBVRG	10981	2008-03-27 00:00:00	2008-04-02 00:00:00	Shipper ETYNR	193.37	15810	0.0122
10	Customer EEALV	10982	2008-03-27 00:00:00	2008-04-08 00:00:00	Shipper GVSUA	14.01	1014	0.0138
71	Customer LCOUJ	10983	2008-03-27 00:00:00	2008-04-06 00:00:00	Shipper ETYNR	657.54	796.5	0.8255
71	Customer LCOUJ	10984	2008-03-30 00:00:00	2008-04-03 00:00:00	Shipper ZHISN	211.22	1809.75	0.1167
37	Customer FRXZL	10985	2008-03-30 00:00:00	2008-04-02 00:00:00	Shipper GVSUA	91.51	2248.2	0.0407
54	Customer TDKEG	10986	2008-03-30 00:00:00	2008-04-21 00:00:00	Shipper ETYNR	217.86	2220	0.0981
19	Customer RFNQC	10987	2008-03-31 00:00:00	2008-04-06 00:00:00	Shipper GVSUA	185.48	2772	0.0669
65	Customer NYUHS	10988	2008-03-31 00:00:00	2008-04-10 00:00:00	Shipper ETYNR	61.14	3772	0.0162
61	Customer WULWD	10989	2008-03-31 00:00:00	2008-04-02 00:00:00	Shipper GVSUA	34.76	1353.6	0.0256
20	Customer THHDP	10990	2008-04-01 00:00:00	2008-04-07 00:00:00	Shipper ZHISN	117.61	4931	0.0238
63	Customer IRRVL	10991	2008-04-01 00:00:00	2008-04-07 00:00:00	Shipper GVSUA	38.51	2870	0.0134
77	Customer LCYBZ	10992	2008-04-01 00:00:00	2008-04-03 00:00:00	Shipper ZHISN	4.27	69.6	0.0613
24	Customer CYZTN	10993	2008-04-01 00:00:00	2008-04-10 00:00:00	Shipper ZHISN	8.81	6527.25	0.0013
83	Customer ZRNDE	10994	2008-04-02 00:00:00	2008-04-09 00:00:00	Shipper ZHISN	65.53	990	0.0661
58	Customer AHXHT	10995	2008-04-02 00:00:00	2008-04-06 00:00:00	Shipper ZHISN	46	1196	0.0384
63	Customer IRRVL	10996	2008-04-02 00:00:00	2008-04-10 00:00:00	Shipper ETYNR	1.12	560	0.002
46	Customer XPNIK	10997	2008-04-03 00:00:00	2008-04-13 00:00:00	Shipper ETYNR	73.91	1980	0.0373
91	Customer CCFIZ	10998	2008-04-03 00:00:00	2008-04-17 00:00:00	Shipper ETYNR	20.31	686	0.0296
56	Customer QNIVZ	10999	2008-04-03 00:00:00	2008-04-10 00:00:00	Shipper ETYNR	96.35	1261	0.0764
65	Customer NYUHS	11000	2008-04-06 00:00:00	2008-04-14 00:00:00	Shipper ZHISN	55.12	1075	0.0512
24	Customer CYZTN	11001	2008-04-06 00:00:00	2008-04-14 00:00:00	Shipper ETYNR	197.3	2769	0.0712
71	Customer LCOUJ	11002	2008-04-06 00:00:00	2008-04-16 00:00:00	Shipper GVSUA	141.16	1902	0.0742
78	Customer NLTYP	11003	2008-04-06 00:00:00	2008-04-08 00:00:00	Shipper ZHISN	14.91	326	0.0457
50	Customer JYPSC	11004	2008-04-07 00:00:00	2008-04-20 00:00:00	Shipper GVSUA	44.84	295.38	0.1518
90	Customer XBBVR	11005	2008-04-07 00:00:00	2008-04-10 00:00:00	Shipper GVSUA	0.75	586	0.0012
32	Customer YSIQX	11006	2008-04-07 00:00:00	2008-04-15 00:00:00	Shipper ETYNR	25.19	391.58	0.0643
60	Customer QZURI	11007	2008-04-08 00:00:00	2008-04-13 00:00:00	Shipper ETYNR	202.24	2633.9	0.0767
30	Customer KSLQF	11009	2008-04-08 00:00:00	2008-04-10 00:00:00	Shipper GVSUA	59.11	702	0.0842
66	Customer LHANT	11010	2008-04-09 00:00:00	2008-04-21 00:00:00	Shipper ETYNR	28.71	645	0.0445
1	Customer NRZBB	11011	2008-04-09 00:00:00	2008-04-13 00:00:00	Shipper GVSUA	1.21	960	0.0012
25	Customer AZJED	11012	2008-04-09 00:00:00	2008-04-17 00:00:00	Shipper ZHISN	242.95	2974	0.0816
69	Customer SIUIH	11013	2008-04-09 00:00:00	2008-04-10 00:00:00	Shipper GVSUA	32.99	361	0.0913
47	Customer PSQUZ	11014	2008-04-10 00:00:00	2008-04-15 00:00:00	Shipper ZHISN	23.6	270.2	0.0873
70	Customer TMXGN	11015	2008-04-10 00:00:00	2008-04-20 00:00:00	Shipper ETYNR	4.62	622.35	0.0074
4	Customer HFBZG	11016	2008-04-10 00:00:00	2008-04-13 00:00:00	Shipper ETYNR	33.8	491.5	0.0687
20	Customer THHDP	11017	2008-04-13 00:00:00	2008-04-20 00:00:00	Shipper ETYNR	754.26	6750	0.1117
48	Customer DVFMB	11018	2008-04-13 00:00:00	2008-04-16 00:00:00	Shipper ETYNR	11.65	1575	0.0073
56	Customer QNIVZ	11020	2008-04-14 00:00:00	2008-04-16 00:00:00	Shipper ETYNR	43.3	744	0.0581
63	Customer IRRVL	11021	2008-04-14 00:00:00	2008-04-21 00:00:00	Shipper GVSUA	297.18	6941.49	0.0428
34	Customer IBVRG	11022	2008-04-14 00:00:00	2008-05-04 00:00:00	Shipper ETYNR	6.27	1402	0.0044
11	Customer UBHAU	11023	2008-04-14 00:00:00	2008-04-24 00:00:00	Shipper ETYNR	123.83	1500	0.0825
19	Customer RFNQC	11024	2008-04-15 00:00:00	2008-04-20 00:00:00	Shipper GVSUA	74.36	1966.81	0.0378
87	Customer ZHYOS	11025	2008-04-15 00:00:00	2008-04-24 00:00:00	Shipper ZHISN	29.17	300	0.0972
27	Customer WMFEA	11026	2008-04-15 00:00:00	2008-04-28 00:00:00	Shipper GVSUA	47.09	1030	0.0457
10	Customer EEALV	11027	2008-04-16 00:00:00	2008-04-20 00:00:00	Shipper GVSUA	52.52	1170.3	0.0448
39	Customer GLLAG	11028	2008-04-16 00:00:00	2008-04-22 00:00:00	Shipper GVSUA	29.59	2160	0.0136
14	Customer WNMAF	11029	2008-04-16 00:00:00	2008-04-27 00:00:00	Shipper GVSUA	47.84	1286.8	0.0371
71	Customer LCOUJ	11030	2008-04-17 00:00:00	2008-04-27 00:00:00	Shipper ETYNR	830.75	16321.9	0.0508
71	Customer LCOUJ	11031	2008-04-17 00:00:00	2008-04-24 00:00:00	Shipper ETYNR	227.22	2393.5	0.0949
89	Customer YBQTI	11032	2008-04-17 00:00:00	2008-04-23 00:00:00	Shipper ZHISN	606.19	8902.5	0.068
68	Customer CCKOT	11033	2008-04-17 00:00:00	2008-04-23 00:00:00	Shipper ZHISN	84.74	3592	0.0235
55	Customer KZQZT	11034	2008-04-20 00:00:00	2008-04-27 00:00:00	Shipper GVSUA	40.32	554.4	0.0727
76	Customer SFOGW	11035	2008-04-20 00:00:00	2008-04-24 00:00:00	Shipper ETYNR	0.17	1754.5	0
17	Customer FEVNN	11036	2008-04-20 00:00:00	2008-04-22 00:00:00	Shipper ZHISN	149.47	1692	0.0883
30	Customer KSLQF	11037	2008-04-21 00:00:00	2008-04-27 00:00:00	Shipper GVSUA	3.2	60	0.0533
76	Customer SFOGW	11038	2008-04-21 00:00:00	2008-04-30 00:00:00	Shipper ETYNR	29.59	751	0.0394
14	Customer WNMAF	11041	2008-04-22 00:00:00	2008-04-28 00:00:00	Shipper ETYNR	48.22	1887	0.0255
15	Customer JUWXK	11042	2008-04-22 00:00:00	2008-05-01 00:00:00	Shipper GVSUA	29.99	405.75	0.0739
74	Customer YSHXL	11043	2008-04-22 00:00:00	2008-04-29 00:00:00	Shipper ETYNR	8.8	210	0.0419
91	Customer CCFIZ	11044	2008-04-23 00:00:00	2008-05-01 00:00:00	Shipper GVSUA	8.72	591.6	0.0147
86	Customer SNXOJ	11046	2008-04-23 00:00:00	2008-04-24 00:00:00	Shipper ETYNR	71.64	1564	0.0458
19	Customer RFNQC	11047	2008-04-24 00:00:00	2008-05-01 00:00:00	Shipper ZHISN	46.62	1090.5	0.0427
10	Customer EEALV	11048	2008-04-24 00:00:00	2008-04-30 00:00:00	Shipper ZHISN	24.12	525	0.0459
31	Customer YJCBX	11049	2008-04-24 00:00:00	2008-05-04 00:00:00	Shipper GVSUA	8.34	342	0.0243
24	Customer CYZTN	11050	2008-04-27 00:00:00	2008-05-05 00:00:00	Shipper ETYNR	59.41	900	0.066
34	Customer IBVRG	11052	2008-04-27 00:00:00	2008-05-01 00:00:00	Shipper GVSUA	67.26	1665	0.0403
59	Customer LOLJO	11053	2008-04-27 00:00:00	2008-04-29 00:00:00	Shipper ETYNR	53.05	3658.75	0.0144
35	Customer UMTLM	11055	2008-04-28 00:00:00	2008-05-05 00:00:00	Shipper ETYNR	120.92	1727.5	0.0699
19	Customer RFNQC	11056	2008-04-28 00:00:00	2008-05-01 00:00:00	Shipper ETYNR	278.96	3740	0.0745
53	Customer GCJSG	11057	2008-04-29 00:00:00	2008-05-01 00:00:00	Shipper ZHISN	4.13	45	0.0917
27	Customer WMFEA	11060	2008-04-30 00:00:00	2008-05-04 00:00:00	Shipper ETYNR	10.98	266	0.0412
37	Customer FRXZL	11063	2008-04-30 00:00:00	2008-05-06 00:00:00	Shipper ETYNR	81.73	1445.5	0.0565
71	Customer LCOUJ	11064	2008-05-01 00:00:00	2008-05-04 00:00:00	Shipper GVSUA	30.09	4722.3	0.0063
89	Customer YBQTI	11066	2008-05-01 00:00:00	2008-05-04 00:00:00	Shipper ETYNR	44.72	928.75	0.0481
17	Customer FEVNN	11067	2008-05-04 00:00:00	2008-05-06 00:00:00	Shipper ETYNR	7.98	86.85	0.0918
80	Customer VONTK	11069	2008-05-04 00:00:00	2008-05-06 00:00:00	Shipper ETYNR	15.67	360	0.0435
