NumeDistribuitor	NumeClient	IDClient	DataComanda	DataLivrare	CostTransport	IDComanda	Vanzare	ProcentTransport
Shipper GVSUA	Customer HGVLZ	5	2008-02-03 00:00:00	2008-02-12 00:00:00	109.11	10866	1096.2000000	9.953475643131
Shipper GVSUA	Customer DVFMB	48	2008-02-03 00:00:00	2008-02-11 00:00:00	1.93	10867	98.4000000	1.961382113821
Shipper ETYNR	Customer WFIZJ	62	2008-02-04 00:00:00	2008-02-23 00:00:00	191.27	10868	1920.6000000	9.958867020723
Shipper GVSUA	Customer AHPOP	72	2008-02-04 00:00:00	2008-02-09 00:00:00	143.28	10869	1630.0000000	8.790184049080
Shipper ZHISN	Customer CCFIZ	91	2008-02-04 00:00:00	2008-02-13 00:00:00	12.04	10870	160.0000000	7.525000000000
Shipper ETYNR	Customer RTXGC	9	2008-02-05 00:00:00	2008-02-10 00:00:00	112.27	10871	1979.2300000	5.672407956630
Shipper ETYNR	Customer KSLQF	30	2008-02-05 00:00:00	2008-02-09 00:00:00	175.32	10872	2058.4600000	8.517046724250
Shipper GVSUA	Customer XBBVR	90	2008-02-06 00:00:00	2008-02-09 00:00:00	0.82	10873	336.8000000	.243467933492
Shipper ETYNR	Customer KSLQF	30	2008-02-06 00:00:00	2008-02-11 00:00:00	19.58	10874	310.0000000	6.316129032258
Shipper ETYNR	Customer HGVLZ	5	2008-02-06 00:00:00	2008-03-03 00:00:00	32.37	10875	709.5500000	4.562046367416
Shipper ZHISN	Customer RTXGC	9	2008-02-09 00:00:00	2008-02-12 00:00:00	60.42	10876	917.0000000	6.588876772083
Shipper GVSUA	Customer QVEPD	67	2008-02-09 00:00:00	2008-02-19 00:00:00	38.06	10877	1955.1250000	1.946678601112
Shipper GVSUA	Customer IRRVL	63	2008-02-10 00:00:00	2008-02-12 00:00:00	46.69	10878	1539.0000000	3.033788174139
Shipper ZHISN	Customer XBBVR	90	2008-02-10 00:00:00	2008-02-12 00:00:00	8.5	10879	611.3000000	1.390479306396
Shipper GVSUA	Customer CYZTN	24	2008-02-10 00:00:00	2008-02-18 00:00:00	88.01	10880	1500.0000000	5.867333333333
Shipper GVSUA	Customer PSNMQ	12	2008-02-11 00:00:00	2008-02-18 00:00:00	2.84	10881	150.0000000	1.893333333333
Shipper ZHISN	Customer LCOUJ	71	2008-02-11 00:00:00	2008-02-20 00:00:00	23.1	10882	892.6400000	2.587829360100
Shipper ZHISN	Customer DVFMB	48	2008-02-12 00:00:00	2008-02-20 00:00:00	0.53	10883	36.0000000	1.472222222222
Shipper ETYNR	Customer QXPPT	45	2008-02-12 00:00:00	2008-02-13 00:00:00	90.97	10884	1378.0700000	6.601261184120
Shipper ZHISN	Customer SFOGW	76	2008-02-12 00:00:00	2008-02-18 00:00:00	5.64	10885	1209.0000000	.466501240695
Shipper GVSUA	Customer IBVRG	34	2008-02-13 00:00:00	2008-03-02 00:00:00	4.99	10886	3127.5000000	.159552358114
Shipper ZHISN	Customer MDLWA	29	2008-02-13 00:00:00	2008-02-16 00:00:00	1.25	10887	70.0000000	1.785714285714
Shipper ETYNR	Customer KSLQF	30	2008-02-16 00:00:00	2008-02-23 00:00:00	51.87	10888	605.0000000	8.573553719008
Shipper ZHISN	Customer NYUHS	65	2008-02-16 00:00:00	2008-02-23 00:00:00	280.61	10889	11380.0000000	2.465817223199
Shipper GVSUA	Customer BSVAR	18	2008-02-16 00:00:00	2008-02-18 00:00:00	32.76	10890	860.1000000	3.808859434949
Shipper ETYNR	Customer OXFRU	44	2008-02-17 00:00:00	2008-02-19 00:00:00	20.37	10891	368.9325000	5.521335203594
Shipper ETYNR	Customer JYPSC	50	2008-02-17 00:00:00	2008-02-19 00:00:00	120.27	10892	2090.0000000	5.754545454545
Shipper ETYNR	Customer GLLAG	39	2008-02-18 00:00:00	2008-02-20 00:00:00	77.78	10893	5502.1100000	1.413639494667
Shipper GVSUA	Customer LCOUJ	71	2008-02-18 00:00:00	2008-02-20 00:00:00	116.13	10894	2753.1000000	4.218154080854
Shipper GVSUA	Customer THHDP	20	2008-02-18 00:00:00	2008-02-23 00:00:00	162.75	10895	6379.4000000	2.551180361790
Shipper ZHISN	Customer JYPSC	50	2008-02-19 00:00:00	2008-02-27 00:00:00	32.45	10896	750.5000000	4.323784143904
Shipper ETYNR	Customer FRXZL	37	2008-02-19 00:00:00	2008-02-25 00:00:00	603.54	10897	10835.2400000	5.570158113710
Shipper ETYNR	Customer TDKEG	54	2008-02-20 00:00:00	2008-03-06 00:00:00	1.27	10898	30.0000000	4.233333333333
Shipper ZHISN	Customer XPNIK	46	2008-02-20 00:00:00	2008-02-26 00:00:00	1.21	10899	122.4000000	.988562091503
Shipper ETYNR	Customer SRQVM	88	2008-02-20 00:00:00	2008-03-04 00:00:00	1.66	10900	33.7500000	4.918518518519
Shipper GVSUA	Customer UMTLM	35	2008-02-23 00:00:00	2008-02-26 00:00:00	62.09	10901	934.5000000	6.644194756554
Shipper GVSUA	Customer CYZTN	24	2008-02-23 00:00:00	2008-03-03 00:00:00	44.15	10902	863.4300000	5.113327079207
Shipper ZHISN	Customer IBVRG	34	2008-02-24 00:00:00	2008-03-04 00:00:00	36.71	10903	932.0500000	3.938629901829
Shipper ZHISN	Customer YBQTI	89	2008-02-24 00:00:00	2008-02-27 00:00:00	162.95	10904	1924.2500000	8.468234377030
Shipper ETYNR	Customer SRQVM	88	2008-02-24 00:00:00	2008-03-06 00:00:00	13.72	10905	342.0000000	4.011695906433
Shipper ZHISN	Customer CCFIZ	91	2008-02-25 00:00:00	2008-03-03 00:00:00	26.29	10906	427.5000000	6.149707602339
Shipper ZHISN	Customer YSHXL	74	2008-02-25 00:00:00	2008-02-27 00:00:00	9.19	10907	108.5000000	8.470046082949
Shipper ETYNR	Customer LHANT	66	2008-02-26 00:00:00	2008-03-06 00:00:00	32.96	10908	663.1000000	4.970592670789
Shipper ETYNR	Customer TMXGN	70	2008-02-26 00:00:00	2008-03-10 00:00:00	53.05	10909	670.0000000	7.917910447761
Shipper ZHISN	Customer XBBVR	90	2008-02-26 00:00:00	2008-03-04 00:00:00	38.11	10910	452.9000000	8.414661073085
Shipper GVSUA	Customer KSLQF	30	2008-02-26 00:00:00	2008-03-05 00:00:00	38.19	10911	858.0000000	4.451048951049
Shipper ETYNR	Customer FRXZL	37	2008-02-26 00:00:00	2008-03-18 00:00:00	580.91	10912	6200.5500000	9.368685036005
Shipper GVSUA	Customer WFIZJ	62	2008-02-26 00:00:00	2008-03-04 00:00:00	33.05	10913	768.7500000	4.299186991870
Shipper GVSUA	Customer WFIZJ	62	2008-02-27 00:00:00	2008-03-02 00:00:00	21.19	10914	537.5000000	3.942325581395
Shipper ETYNR	Customer VONTK	80	2008-02-27 00:00:00	2008-03-02 00:00:00	3.51	10915	539.5000000	.650602409639
Shipper ETYNR	Customer LWGMD	64	2008-02-27 00:00:00	2008-03-09 00:00:00	63.77	10916	686.7000000	9.286442405708
Shipper ETYNR	Customer SIUIH	69	2008-03-02 00:00:00	2008-03-11 00:00:00	8.29	10917	365.8900000	2.265708272978
Shipper ZHISN	Customer EEALV	10	2008-03-02 00:00:00	2008-03-11 00:00:00	48.83	10918	1447.5000000	3.373402417962
Shipper ETYNR	Customer PSQUZ	47	2008-03-02 00:00:00	2008-03-04 00:00:00	19.8	10919	1122.8000000	1.763448521553
Shipper ETYNR	Customer HFBZG	4	2008-03-03 00:00:00	2008-03-09 00:00:00	29.61	10920	390.0000000	7.592307692308
Shipper GVSUA	Customer ZRNDE	83	2008-03-03 00:00:00	2008-03-09 00:00:00	176.48	10921	1936.0000000	9.115702479339
Shipper ZHISN	Customer IBVRG	34	2008-03-03 00:00:00	2008-03-05 00:00:00	62.74	10922	742.5000000	8.449831649832
Shipper ZHISN	Customer XIIWM	41	2008-03-03 00:00:00	2008-03-13 00:00:00	68.26	10923	748.8000000	9.115918803419
Shipper ETYNR	Customer HGVLZ	5	2008-03-04 00:00:00	2008-04-08 00:00:00	151.52	10924	1835.7000000	8.254072016125
Shipper GVSUA	Customer IBVRG	34	2008-03-04 00:00:00	2008-03-13 00:00:00	2.27	10925	475.1500000	.477743870357
Shipper ZHISN	Customer MLTDN	2	2008-03-04 00:00:00	2008-03-11 00:00:00	39.92	10926	514.4000000	7.760497667185
Shipper GVSUA	Customer EFFTC	40	2008-03-05 00:00:00	2008-04-08 00:00:00	19.79	10927	800.0000000	2.473750000000
Shipper GVSUA	Customer MDLWA	29	2008-03-05 00:00:00	2008-03-18 00:00:00	1.36	10928	137.5000000	.989090909091
Shipper GVSUA	Customer AZJED	25	2008-03-05 00:00:00	2008-03-12 00:00:00	33.93	10929	1174.7500000	2.888274100873
Shipper ZHISN	Customer SFOGW	76	2008-03-06 00:00:00	2008-03-18 00:00:00	15.55	10930	2255.5000000	.689425847927
Shipper ETYNR	Customer CCKOT	68	2008-03-06 00:00:00	2008-03-19 00:00:00	13.6	10931	799.2000000	1.701701701702
Shipper GVSUA	Customer RTXGC	9	2008-03-06 00:00:00	2008-03-24 00:00:00	134.64	10932	1788.6300000	7.527549017963
Shipper ZHISN	Customer LJUCA	38	2008-03-06 00:00:00	2008-03-16 00:00:00	54.15	10933	920.6000000	5.882033456441
Shipper ZHISN	Customer OXFRU	44	2008-03-09 00:00:00	2008-03-12 00:00:00	32.01	10934	500.0000000	6.402000000000
Shipper ZHISN	Customer SRQVM	88	2008-03-09 00:00:00	2008-03-18 00:00:00	47.59	10935	619.5000000	7.682001614205
Shipper ETYNR	Customer YSIQX	32	2008-03-09 00:00:00	2008-03-18 00:00:00	33.68	10936	456.0000000	7.385964912281
Shipper ZHISN	Customer PSNMQ	12	2008-03-10 00:00:00	2008-03-13 00:00:00	31.51	10937	644.8000000	4.886786600496
Shipper ETYNR	Customer IRRVL	63	2008-03-10 00:00:00	2008-03-16 00:00:00	31.89	10938	2731.8750000	1.167330130405
Shipper ETYNR	Customer CQRAA	49	2008-03-10 00:00:00	2008-03-13 00:00:00	76.33	10939	637.5000000	11.973333333333
Shipper ZHISN	Customer RTXGC	9	2008-03-11 00:00:00	2008-03-23 00:00:00	19.77	10940	360.0000000	5.491666666667
Shipper ETYNR	Customer LCOUJ	71	2008-03-11 00:00:00	2008-03-20 00:00:00	400.81	10941	4011.7500000	9.990901726179
Shipper ZHISN	Customer LHANT	66	2008-03-11 00:00:00	2008-03-18 00:00:00	17.95	10942	560.0000000	3.205357142857
Shipper ETYNR	Customer UBHAU	11	2008-03-11 00:00:00	2008-03-19 00:00:00	2.17	10943	711.0000000	.305203938115
Shipper ZHISN	Customer EEALV	10	2008-03-12 00:00:00	2008-03-13 00:00:00	52.92	10944	1025.3250000	5.161290322581
Shipper GVSUA	Customer PZNLA	52	2008-03-12 00:00:00	2008-03-18 00:00:00	10.22	10945	245.0000000	4.171428571429
Shipper ETYNR	Customer ZRNDE	83	2008-03-12 00:00:00	2008-03-19 00:00:00	27.2	10946	1407.5000000	1.932504440497
Shipper ETYNR	Customer UBHAU	11	2008-03-13 00:00:00	2008-03-16 00:00:00	3.26	10947	220.0000000	1.481818181818
Shipper ZHISN	Customer KSLQF	30	2008-03-13 00:00:00	2008-03-19 00:00:00	23.39	10948	2362.2500000	.990157688644
Shipper ZHISN	Customer EEALV	10	2008-03-13 00:00:00	2008-03-17 00:00:00	74.44	10949	4422.0000000	1.683401175938
Shipper ETYNR	Customer CQRAA	49	2008-03-16 00:00:00	2008-03-23 00:00:00	2.5	10950	110.0000000	2.272727272727
Shipper ETYNR	Customer CCKOT	68	2008-03-16 00:00:00	2008-04-07 00:00:00	30.85	10951	458.7550000	6.724722346350
Shipper GVSUA	Customer NRZBB	1	2008-03-16 00:00:00	2008-03-24 00:00:00	40.42	10952	471.2000000	8.578098471986
Shipper ETYNR	Customer HFBZG	4	2008-03-16 00:00:00	2008-03-25 00:00:00	23.72	10953	4441.2500000	.534083872784
Shipper GVSUA	Customer PSQUZ	47	2008-03-17 00:00:00	2008-03-20 00:00:00	27.91	10954	1659.5350000	1.681796406825
Shipper ETYNR	Customer CYZTN	24	2008-03-17 00:00:00	2008-03-20 00:00:00	3.26	10955	74.4000000	4.381720430108
Shipper ETYNR	Customer XHXJV	6	2008-03-17 00:00:00	2008-03-20 00:00:00	44.65	10956	677.0000000	6.595273264402
Shipper ZHISN	Customer UMTLM	35	2008-03-18 00:00:00	2008-03-27 00:00:00	105.36	10957	1762.7000000	5.977194077268
Shipper ETYNR	Customer TDKEG	54	2008-03-18 00:00:00	2008-03-27 00:00:00	49.56	10958	781.0000000	6.345710627401
Shipper ETYNR	Customer YJCBX	31	2008-03-18 00:00:00	2008-03-23 00:00:00	4.98	10959	131.7500000	3.779886148008
Shipper GVSUA	Customer UMTLM	35	2008-03-19 00:00:00	2008-04-08 00:00:00	2.08	10960	265.3500000	.783870359902
Shipper GVSUA	Customer WFIZJ	62	2008-03-19 00:00:00	2008-03-30 00:00:00	104.47	10961	1119.9000000	9.328511474239
Shipper ETYNR	Customer IRRVL	63	2008-03-19 00:00:00	2008-03-23 00:00:00	275.79	10962	3584.0000000	7.695033482143
Shipper ZHISN	Customer XYUFB	28	2008-03-19 00:00:00	2008-03-26 00:00:00	2.7	10963	57.8000000	4.671280276817
Shipper ETYNR	Customer YSHXL	74	2008-03-20 00:00:00	2008-03-24 00:00:00	87.38	10964	2052.5000000	4.257247259440
Shipper ZHISN	Customer KZQZT	55	2008-03-20 00:00:00	2008-03-30 00:00:00	144.38	10965	848.0000000	17.025943396226
Shipper GVSUA	Customer WNMAF	14	2008-03-20 00:00:00	2008-04-08 00:00:00	27.19	10966	1098.4600000	2.475283578829
Shipper ETYNR	Customer FAPSM	79	2008-03-23 00:00:00	2008-04-02 00:00:00	62.22	10967	910.4000000	6.834358523726
Shipper ZHISN	Customer THHDP	20	2008-03-23 00:00:00	2008-04-01 00:00:00	74.6	10968	1408.0000000	5.298295454545
Shipper ETYNR	Customer JUWXK	15	2008-03-23 00:00:00	2008-03-30 00:00:00	0.21	10969	108.0000000	.194444444444
Shipper GVSUA	Customer QUHWH	8	2008-03-24 00:00:00	2008-04-24 00:00:00	16.16	10970	224.0000000	7.214285714286
Shipper ETYNR	Customer USDBG	26	2008-03-24 00:00:00	2008-04-02 00:00:00	121.82	10971	1733.0600000	7.029185371539
Shipper ETYNR	Customer EFFTC	40	2008-03-24 00:00:00	2008-03-26 00:00:00	0.02	10972	251.5000000	.007952286282
Shipper ETYNR	Customer EFFTC	40	2008-03-24 00:00:00	2008-03-27 00:00:00	15.17	10973	291.5500000	5.203224146802
Shipper ZHISN	Customer XOJYP	75	2008-03-25 00:00:00	2008-04-03 00:00:00	12.96	10974	439.0000000	2.952164009112
Shipper ZHISN	Customer EEALV	10	2008-03-25 00:00:00	2008-03-27 00:00:00	32.27	10975	717.5000000	4.497560975610
Shipper GVSUA	Customer UMTLM	35	2008-03-25 00:00:00	2008-04-03 00:00:00	37.97	10976	912.0000000	4.163377192982
Shipper ZHISN	Customer CYZTN	24	2008-03-26 00:00:00	2008-04-10 00:00:00	208.5	10977	2233.0000000	9.337214509628
Shipper ETYNR	Customer JYPSC	50	2008-03-26 00:00:00	2008-04-23 00:00:00	32.82	10978	1303.1950000	2.518425868730
Shipper ETYNR	Customer THHDP	20	2008-03-26 00:00:00	2008-03-31 00:00:00	353.07	10979	4813.5000000	7.334995325647
Shipper GVSUA	Customer CYZTN	24	2008-03-27 00:00:00	2008-04-17 00:00:00	1.26	10980	248.0000000	.508064516129
Shipper ETYNR	Customer IBVRG	34	2008-03-27 00:00:00	2008-04-02 00:00:00	193.37	10981	15810.0000000	1.223086654016
Shipper GVSUA	Customer EEALV	10	2008-03-27 00:00:00	2008-04-08 00:00:00	14.01	10982	1014.0000000	1.381656804734
Shipper ETYNR	Customer LCOUJ	71	2008-03-27 00:00:00	2008-04-06 00:00:00	657.54	10983	720.9000000	91.210986267166
Shipper ZHISN	Customer LCOUJ	71	2008-03-30 00:00:00	2008-04-03 00:00:00	211.22	10984	1809.7500000	11.671225307363
Shipper GVSUA	Customer FRXZL	37	2008-03-30 00:00:00	2008-04-02 00:00:00	91.51	10985	2023.3800000	4.522630450039
Shipper ETYNR	Customer TDKEG	54	2008-03-30 00:00:00	2008-04-21 00:00:00	217.86	10986	2220.0000000	9.813513513514
Shipper GVSUA	Customer RFNQC	19	2008-03-31 00:00:00	2008-04-06 00:00:00	185.48	10987	2772.0000000	6.691197691198
Shipper ETYNR	Customer NYUHS	65	2008-03-31 00:00:00	2008-04-10 00:00:00	61.14	10988	3574.8000000	1.710305471635
Shipper GVSUA	Customer WULWD	61	2008-03-31 00:00:00	2008-04-02 00:00:00	34.76	10989	1353.6000000	2.567966903073
Shipper ZHISN	Customer THHDP	20	2008-04-01 00:00:00	2008-04-07 00:00:00	117.61	10990	4288.8500000	2.742226937291
Shipper GVSUA	Customer IRRVL	63	2008-04-01 00:00:00	2008-04-07 00:00:00	38.51	10991	2296.0000000	1.677264808362
Shipper ZHISN	Customer LCYBZ	77	2008-04-01 00:00:00	2008-04-03 00:00:00	4.27	10992	69.6000000	6.135057471264
Shipper ZHISN	Customer CYZTN	24	2008-04-01 00:00:00	2008-04-10 00:00:00	8.81	10993	4895.4375000	.179963486410
Shipper ZHISN	Customer ZRNDE	83	2008-04-02 00:00:00	2008-04-09 00:00:00	65.53	10994	940.5000000	6.967570441255
Shipper ZHISN	Customer AHXHT	58	2008-04-02 00:00:00	2008-04-06 00:00:00	46	10995	1196.0000000	3.846153846154
Shipper ETYNR	Customer IRRVL	63	2008-04-02 00:00:00	2008-04-10 00:00:00	1.12	10996	560.0000000	.200000000000
Shipper ETYNR	Customer XPNIK	46	2008-04-03 00:00:00	2008-04-13 00:00:00	73.91	10997	1885.0000000	3.920954907162
Shipper ETYNR	Customer CCFIZ	91	2008-04-03 00:00:00	2008-04-17 00:00:00	20.31	10998	686.0000000	2.960641399417
Shipper ETYNR	Customer QNIVZ	56	2008-04-03 00:00:00	2008-04-10 00:00:00	96.35	10999	1197.9500000	8.042906632163
Shipper ZHISN	Customer NYUHS	65	2008-04-06 00:00:00	2008-04-14 00:00:00	55.12	11000	903.7500000	6.099031811895
Shipper ETYNR	Customer CYZTN	24	2008-04-06 00:00:00	2008-04-14 00:00:00	197.3	11001	2769.0000000	7.125315998555
Shipper GVSUA	Customer LCOUJ	71	2008-04-06 00:00:00	2008-04-16 00:00:00	141.16	11002	1811.1000000	7.794158246370
Shipper ZHISN	Customer NLTYP	78	2008-04-06 00:00:00	2008-04-08 00:00:00	14.91	11003	326.0000000	4.573619631902
Shipper GVSUA	Customer JYPSC	50	2008-04-07 00:00:00	2008-04-20 00:00:00	44.84	11004	295.3800000	15.180445527795
Shipper GVSUA	Customer XBBVR	90	2008-04-07 00:00:00	2008-04-10 00:00:00	0.75	11005	586.0000000	.127986348123
Shipper ETYNR	Customer YSIQX	32	2008-04-07 00:00:00	2008-04-15 00:00:00	25.19	11006	329.6850000	7.640626658780
Shipper ETYNR	Customer QZURI	60	2008-04-08 00:00:00	2008-04-13 00:00:00	202.24	11007	2633.9000000	7.678347697331
Shipper GVSUA	Customer KSLQF	30	2008-04-08 00:00:00	2008-04-10 00:00:00	59.11	11009	616.5000000	9.587996755880
Shipper ETYNR	Customer LHANT	66	2008-04-09 00:00:00	2008-04-21 00:00:00	28.71	11010	645.0000000	4.451162790698
Shipper GVSUA	Customer NRZBB	1	2008-04-09 00:00:00	2008-04-13 00:00:00	1.21	11011	933.5000000	.129619710766
Shipper ZHISN	Customer AZJED	25	2008-04-09 00:00:00	2008-04-17 00:00:00	242.95	11012	2825.3000000	8.599086822638
Shipper GVSUA	Customer SIUIH	69	2008-04-09 00:00:00	2008-04-10 00:00:00	32.99	11013	361.0000000	9.138504155125
Shipper ZHISN	Customer PSQUZ	47	2008-04-10 00:00:00	2008-04-15 00:00:00	23.6	11014	243.1800000	9.704745456041
Shipper ETYNR	Customer TMXGN	70	2008-04-10 00:00:00	2008-04-20 00:00:00	4.62	11015	622.3500000	.742347553627
Shipper ETYNR	Customer HFBZG	4	2008-04-10 00:00:00	2008-04-13 00:00:00	33.8	11016	491.5000000	6.876907426246
Shipper ETYNR	Customer THHDP	20	2008-04-13 00:00:00	2008-04-20 00:00:00	754.26	11017	6750.0000000	11.174222222222
Shipper ETYNR	Customer DVFMB	48	2008-04-13 00:00:00	2008-04-16 00:00:00	11.65	11018	1575.0000000	.739682539683
Shipper ETYNR	Customer QNIVZ	56	2008-04-14 00:00:00	2008-04-16 00:00:00	43.3	11020	632.4000000	6.846932321316
Shipper GVSUA	Customer IRRVL	63	2008-04-14 00:00:00	2008-04-21 00:00:00	297.18	11021	6306.2400000	4.712475262597
Shipper ETYNR	Customer IBVRG	34	2008-04-14 00:00:00	2008-05-04 00:00:00	6.27	11022	1402.0000000	.447218259629
Shipper ETYNR	Customer UBHAU	11	2008-04-14 00:00:00	2008-04-24 00:00:00	123.83	11023	1500.0000000	8.255333333333
Shipper GVSUA	Customer RFNQC	19	2008-04-15 00:00:00	2008-04-20 00:00:00	74.36	11024	1966.8100000	3.780741403593
Shipper ZHISN	Customer ZHYOS	87	2008-04-15 00:00:00	2008-04-24 00:00:00	29.17	11025	270.0000000	10.803703703704
Shipper GVSUA	Customer WMFEA	27	2008-04-15 00:00:00	2008-04-28 00:00:00	47.09	11026	1030.0000000	4.571844660194
Shipper GVSUA	Customer EEALV	10	2008-04-16 00:00:00	2008-04-20 00:00:00	52.52	11027	877.7250000	5.983650915720
Shipper GVSUA	Customer GLLAG	39	2008-04-16 00:00:00	2008-04-22 00:00:00	29.59	11028	2160.0000000	1.369907407407
Shipper GVSUA	Customer WNMAF	14	2008-04-16 00:00:00	2008-04-27 00:00:00	47.84	11029	1286.8000000	3.717749456015
Shipper ETYNR	Customer LCOUJ	71	2008-04-17 00:00:00	2008-04-27 00:00:00	830.75	11030	12615.0500000	6.585388088038
Shipper ETYNR	Customer LCOUJ	71	2008-04-17 00:00:00	2008-04-24 00:00:00	227.22	11031	2393.5000000	9.493210779194
Shipper ZHISN	Customer YBQTI	89	2008-04-17 00:00:00	2008-04-23 00:00:00	606.19	11032	8902.5000000	6.809210895816
Shipper ZHISN	Customer CCKOT	68	2008-04-17 00:00:00	2008-04-23 00:00:00	84.74	11033	3232.8000000	2.621257114576
Shipper GVSUA	Customer KZQZT	55	2008-04-20 00:00:00	2008-04-27 00:00:00	40.32	11034	539.4000000	7.474972191324
Shipper ETYNR	Customer SFOGW	76	2008-04-20 00:00:00	2008-04-24 00:00:00	0.17	11035	1754.5000000	.009689370191
Shipper ZHISN	Customer FEVNN	17	2008-04-20 00:00:00	2008-04-22 00:00:00	149.47	11036	1692.0000000	8.833924349882
Shipper GVSUA	Customer KSLQF	30	2008-04-21 00:00:00	2008-04-27 00:00:00	3.2	11037	60.0000000	5.333333333333
Shipper ETYNR	Customer SFOGW	76	2008-04-21 00:00:00	2008-04-30 00:00:00	29.59	11038	732.6000000	4.039039039039
Shipper ETYNR	Customer WNMAF	14	2008-04-22 00:00:00	2008-04-28 00:00:00	48.22	11041	1773.0000000	2.719684151156
Shipper GVSUA	Customer JUWXK	15	2008-04-22 00:00:00	2008-05-01 00:00:00	29.99	11042	405.7500000	7.391250770179
Shipper ETYNR	Customer YSHXL	74	2008-04-22 00:00:00	2008-04-29 00:00:00	8.8	11043	210.0000000	4.190476190476
Shipper GVSUA	Customer CCFIZ	91	2008-04-23 00:00:00	2008-05-01 00:00:00	8.72	11044	591.6000000	1.473968897904
Shipper ETYNR	Customer SNXOJ	86	2008-04-23 00:00:00	2008-04-24 00:00:00	71.64	11046	1485.8000000	4.821644905102
Shipper ZHISN	Customer RFNQC	19	2008-04-24 00:00:00	2008-05-01 00:00:00	46.62	11047	817.8750000	5.700137551582
Shipper ZHISN	Customer EEALV	10	2008-04-24 00:00:00	2008-04-30 00:00:00	24.12	11048	525.0000000	4.594285714286
Shipper GVSUA	Customer YJCBX	31	2008-04-24 00:00:00	2008-05-04 00:00:00	8.34	11049	273.6000000	3.048245614035
Shipper ETYNR	Customer CYZTN	24	2008-04-27 00:00:00	2008-05-05 00:00:00	59.41	11050	810.0000000	7.334567901235
Shipper GVSUA	Customer IBVRG	34	2008-04-27 00:00:00	2008-05-01 00:00:00	67.26	11052	1332.0000000	5.049549549550
Shipper ETYNR	Customer LOLJO	59	2008-04-27 00:00:00	2008-04-29 00:00:00	53.05	11053	3055.0000000	1.736497545008
Shipper ETYNR	Customer UMTLM	35	2008-04-28 00:00:00	2008-05-05 00:00:00	120.92	11055	1727.5000000	6.999710564399
Shipper ETYNR	Customer RFNQC	19	2008-04-28 00:00:00	2008-05-01 00:00:00	278.96	11056	3740.0000000	7.458823529412
Shipper ZHISN	Customer GCJSG	53	2008-04-29 00:00:00	2008-05-01 00:00:00	4.13	11057	45.0000000	9.177777777778
Shipper ETYNR	Customer WMFEA	27	2008-04-30 00:00:00	2008-05-04 00:00:00	10.98	11060	266.0000000	4.127819548872
Shipper ETYNR	Customer FRXZL	37	2008-04-30 00:00:00	2008-05-06 00:00:00	81.73	11063	1342.9500000	6.085855765293
Shipper GVSUA	Customer LCOUJ	71	2008-05-01 00:00:00	2008-05-04 00:00:00	30.09	11064	4330.4000000	.694854978755
Shipper ETYNR	Customer YBQTI	89	2008-05-01 00:00:00	2008-05-04 00:00:00	44.72	11066	928.7500000	4.815074024226
Shipper ETYNR	Customer FEVNN	17	2008-05-04 00:00:00	2008-05-06 00:00:00	7.98	11067	86.8500000	9.188255613126
Shipper ETYNR	Customer VONTK	80	2008-05-04 00:00:00	2008-05-06 00:00:00	15.67	11069	360.0000000	4.352777777778
